Operation,Comparisons
419,0
420,2
421,0
422,1
423,0
424,3
425,0
426,1
427,0
428,2
429,0
430,1
431,0
432,4
433,0
434,1
435,0
436,2
437,0
438,1
439,0
440,3
441,0
442,1
443,0
444,2
445,0
446,1
447,0
448,6
449,0
450,1
451,0
452,2
453,0
454,1
455,0
456,3
457,0
458,1
459,0
460,2
461,0
462,1
463,0
464,4
465,0
466,1
467,0
468,2
469,0
470,1
471,0
472,3
473,0
474,1
475,0
476,2
477,0
478,1
479,0
480,5
481,0
482,1
483,0
484,2
485,0
486,1
487,0
488,3
489,0
490,1
491,0
492,2
493,0
494,1
495,0
496,4
497,0
498,1
499,0
500,2
501,0
502,1
503,0
504,2
505,0
506,1
507,0
508,3
509,0
510,1
511,0
512,2
513,0
514,1
515,0
516,4
517,0
518,1
519,0
520,2
521,0
522,1
523,0
524,3
525,0
526,1
527,0
528,2
529,0
530,1
531,0
532,5
533,0
534,1
535,0
536,2
537,0
538,1
539,0
540,3
541,0
542,1
543,0
544,2
545,0
546,1
547,0
548,4
549,0
550,1
551,0
552,2
553,0
554,1
555,0
556,3
557,0
558,1
559,0
560,2
561,0
562,1
563,0
564,6
565,0
566,1
567,0
568,2
569,0
570,1
571,0
572,3
573,0
574,1
575,0
576,2
577,0
578,1
579,0
580,4
581,0
582,1
583,0
584,2
585,0
586,1
587,0
588,3
589,0
590,1
591,0
592,2
593,0
594,1
595,0
596,5
597,0
598,1
599,0
600,2
601,0
602,1
603,0
604,3
605,0
606,1
607,0
608,2
609,0
610,1
611,0
612,4
613,0
614,1
615,0
616,2
617,0
618,1
619,0
620,3
621,0
622,1
623,0
624,2
625,0
626,1
627,0
628,7
629,0
630,1
631,0
632,2
633,0
634,1
635,0
636,3
637,0
638,1
639,0
640,2
641,0
642,1
643,0
644,4
645,0
646,1
647,0
648,2
649,0
650,1
651,0
652,3
653,0
654,1
655,0
656,2
657,0
658,1
659,0
660,5
661,0
662,1
663,0
664,2
665,0
666,1
667,0
668,3
669,0
670,1
671,0
672,2
673,0
674,1
675,0
676,4
677,0
678,1
679,0
680,2
681,0
682,1
683,0
684,3
685,0
686,1
687,0
688,2
689,0
690,1
691,0
692,6
693,0
694,1
695,0
696,2
697,0
698,1
699,0
700,3
701,0
702,1
703,0
704,2
705,0
706,1
707,0
708,4
709,0
710,1
711,0
712,2
713,0
714,1
715,0
716,3
717,0
718,1
719,0
720,2
721,0
722,1
723,0
724,5
725,0
726,1
727,0
728,2
729,0
730,1
731,0
732,3
733,0
734,1
735,0
736,2
737,0
738,1
739,0
740,4
741,0
742,1
743,0
744,2
745,0
746,1
747,0
748,3
749,0
750,1
751,0
752,2
753,0
754,1
755,0
756,8
757,0
758,1
759,0
760,2
761,0
762,1
763,0
764,3
765,0
766,1
767,0
768,2
769,0
770,1
771,0
772,4
773,0
774,1
775,0
776,2
777,0
778,1
779,0
780,3
781,0
782,1
783,0
784,2
785,0
786,1
787,0
788,5
789,0
790,1
791,0
792,2
793,0
794,1
795,0
796,3
797,0
798,1
799,0
800,2
801,0
802,1
803,0
804,4
805,0
806,1
807,0
808,2
809,0
810,1
811,0
812,3
813,0
814,1
815,0
816,2
817,0
818,1
819,0
820,6
821,0
822,1
823,0
824,2
825,0
826,1
827,0
828,3
829,0
830,1
831,0
832,2
833,0
834,1
835,0
836,4
837,0
838,1
839,0
840,2
841,0
842,1
843,0
844,3
845,0
846,1
847,0
848,2
849,0
850,1
851,0
852,5
853,0
854,1
855,0
856,2
857,0
858,1
859,0
860,3
861,0
862,1
863,0
864,2
865,0
866,1
867,0
868,4
869,0
870,1
871,0
872,2
873,0
874,1
875,0
876,3
877,0
878,1
879,0
880,2
881,0
882,1
883,0
884,7
885,0
886,1
887,0
888,2
889,0
890,1
891,0
892,3
893,0
894,1
895,0
896,2
897,0
898,1
899,0
900,4
901,0
902,1
903,0
904,2
905,0
906,1
907,0
908,3
909,0
910,1
911,0
912,2
913,0
914,1
915,0
916,5
917,0
918,1
919,0
920,2
921,0
922,1
923,0
924,3
925,0
926,1
927,0
928,2
929,0
930,1
931,0
932,4
933,0
934,1
935,0
936,2
937,0
938,1
939,0
940,3
941,0
942,1
943,0
944,2
945,0
946,1
947,0
948,6
949,0
950,1
951,0
952,2
953,0
954,1
955,0
956,3
957,0
958,1
959,0
960,2
961,0
962,1
963,0
964,4
965,0
966,1
967,0
968,2
969,0
970,1
971,0
972,3
973,0
974,1
975,0
976,2
977,0
978,1
979,0
980,5
981,0
982,1
983,0
984,2
985,0
986,1
987,0
988,3
989,0
990,1
991,0
992,2
993,0
994,1
995,0
996,4
997,0
998,1
999,0
1000,2
1001,6
1002,9
1003,16
1004,13
1005,15
1006,11
1007,15
1008,12
1009,14
1010,6
1011,17
1012,14
1013,16
1014,11
1015,11
1016,14
1017,10
1018,11
1019,16
1020,12
1021,10
1022,12
1023,14
1024,13
1025,11
1026,9
1027,16
1028,13
1029,15
1030,12
1031,15
1032,12
1033,12
1034,9
1035,15
1036,12
1037,13
1038,11
1039,14
1040,12
1041,13
1042,4
1043,17
1044,15
1045,16
1046,11
1047,16
1048,14
1049,15
1050,9
1051,14
1052,13
1053,15
1054,11
1055,14
1056,13
1057,14
1058,9
1059,16
1060,14
1061,14
1062,12
1063,15
1064,12
1065,14
1066,10
1067,14
1068,13
1069,14
1070,11
1071,14
1072,10
1073,13
1074,7
1075,16
1076,13
1077,13
1078,11
1079,15
1080,11
1081,14
1082,10
1083,14
1084,13
1085,14
1086,11
1087,14
1088,12
1089,12
1090,8
1091,14
1092,11
1093,14
1094,10
1095,13
1096,12
1097,12
1098,9
1099,14
1100,11
1101,13
1102,10
1103,12
1104,11
1105,12
1106,2
1107,17
1108,15
1109,16
1110,13
1111,13
1112,14
1113,15
1114,11
1115,16
1116,14
1117,14
1118,11
1119,14
1120,13
1121,13
1122,9
1123,16
1124,13
1125,15
1126,12
1127,15
1128,12
1129,13
1130,10
1131,15
1132,12
1133,13
1134,11
1135,14
1136,11
1137,12
1138,7
1139,16
1140,11
1141,15
1142,12
1143,14
1144,13
1145,13
1146,9
1147,15
1148,13
1149,14
1150,11
1151,9
1152,11
1153,13
1154,8
1155,14
1156,12
1157,13
1158,10
1159,14
1160,12
1161,10
1162,6
1163,13
1164,12
1165,12
1166,10
1167,13
1168,8
1169,12
1170,5
1171,16
1172,14
1173,14
1174,12
1175,15
1176,13
1177,14
1178,10
1179,14
1180,12
1181,14
1182,10
1183,14
1184,11
1185,12
1186,7
1187,15
1188,12
1189,13
1190,11
1191,14
1192,11
1193,13
1194,9
1195,14
1196,12
1197,13
1198,10
1199,13
1200,10
1201,12
1202,5
1203,14
1204,8
1205,13
1206,11
1207,14
1208,11
1209,12
1210,9
1211,14
1212,12
1213,13
1214,10
1215,12
1216,11
1217,12
1218,7
1219,13
1220,12
1221,12
1222,10
1223,13
1224,11
1225,12
1226,7
1227,12
1228,10
1229,12
1230,9
1231,12
1232,10
1233,11
1234,2
1235,17
1236,10
1237,16
1238,11
1239,16
1240,14
1241,15
1242,11
1243,16
1244,11
1245,15
1246,12
1247,15
1248,11
1249,14
1250,7
1251,16
1252,11
1253,13
1254,12
1255,15
1256,13
1257,14
1258,10
1259,13
1260,13
1261,14
1262,11
1263,14
1264,12
1265,10
1266,7
1267,16
1268,14
1269,15
1270,12
1271,15
1272,13
1273,12
1274,10
1275,13
1276,13
1277,14
1278,11
1279,14
1280,12
1281,11
1282,8
1283,15
1284,10
1285,14
1286,11
1287,11
1288,12
1289,13
1290,9
1291,12
1292,9
1293,13
1294,7
1295,10
1296,11
1297,12
1298,3
1299,9
1300,14
1301,6
1302,12
1303,15
1304,13
1305,14
1306,10
1307,15
1308,13
1309,14
1310,11
1311,14
1312,12
1313,13
1314,8
1315,13
1316,9
1317,14
1318,9
1319,14
1320,12
1321,13
1322,9
1323,14
1324,12
1325,13
1326,8
1327,13
1328,11
1329,8
1330,6
1331,15
1332,13
1333,14
1334,11
1335,14
1336,12
1337,13
1338,9
1339,9
1340,10
1341,13
1342,10
1343,13
1344,9
1345,12
1346,7
1347,14
1348,10
1349,13
1350,10
1351,13
1352,11
1353,12
1354,8
1355,13
1356,11
1357,12
1358,9
1359,12
1360,10
1361,11
1362,3
1363,16
1364,14
1365,15
1366,12
1367,15
1368,10
1369,14
1370,10
1371,15
1372,13
1373,10
1374,11
1375,14
1376,12
1377,13
1378,8
1379,15
1380,13
1381,14
1382,11
1383,14
1384,4
1385,13
1386,9
1387,14
1388,12
1389,13
1390,10
1391,13
1392,11
1393,12
1394,6
1395,15
1396,13
1397,9
1398,8
1399,14
1400,12
1401,13
1402,9
1403,14
1404,12
1405,13
1406,10
1407,13
1408,11
1409,12
1410,7
1411,11
1412,12
1413,13
1414,7
1415,13
1416,11
1417,12
1418,8
1419,13
1420,11
1421,12
1422,9
1423,12
1424,10
1425,11
1426,4
1427,15
1428,13
1429,14
1430,5
1431,14
1432,12
1433,13
1434,9
1435,10
1436,12
1437,13
1438,10
1439,13
1440,11
1441,12
1442,7
1443,14
1444,12
1445,13
1446,10
1447,13
1448,11
1449,12
1450,8
1451,13
1452,11
1453,12
1454,9
1455,12
1456,10
1457,11
1458,5
1459,14
1460,12
1461,13
1462,10
1463,13
1464,11
1465,12
1466,8
1467,13
1468,11
1469,12
1470,9
1471,12
1472,10
1473,11
1474,6
1475,13
1476,11
1477,12
1478,9
1479,12
1480,10
1481,11
1482,7
1483,12
1484,3
1485,11
1486,8
1487,11
1488,9
1489,10
1490,0
1491,16
1492,14
1493,15
1494,9
1495,15
1496,13
1497,14
1498,10
1499,15
1500,13
1501,14
1502,10
1503,14
1504,12
1505,13
1506,5
1507,12
1508,13
1509,8
1510,11
1511,14
1512,12
1513,12
1514,9
1515,11
1516,12
1517,13
1518,9
1519,13
1520,10
1521,10
1522,5
1523,15
1524,13
1525,14
1526,10
1527,14
1528,12
1529,13
1530,8
1531,8
1532,12
1533,13
1534,9
1535,12
1536,11
1537,12
1538,6
1539,14
1540,11
1541,13
1542,10
1543,13
1544,10
1545,12
1546,7
1547,13
1548,9
1549,11
1550,9
1551,12
1552,9
1553,11
1554,3
1555,15
1556,13
1557,13
1558,10
1559,14
1560,11
1561,13
1562,8
1563,14
1564,11
1565,12
1566,9
1567,13
1568,11
1569,12
1570,7
1571,14
1572,12
1573,13
1574,9
1575,12
1576,11
1577,12
1578,7
1579,13
1580,11
1581,12
1582,9
1583,12
1584,10
1585,11
1586,5
1587,14
1588,11
1589,12
1590,9
1591,13
1592,10
1593,11
1594,8
1595,12
1596,11
1597,12
1598,9
1599,12
1600,10
1601,11
1602,2
1603,12
1604,11
1605,12
1606,9
1607,12
1608,10
1609,10
1610,7
1611,11
1612,10
1613,11
1614,8
1615,10
1616,8
1617,10
1618,2
1619,15
1620,10
1621,14
1622,11
1623,14
1624,10
1625,13
1626,4
1627,14
1628,12
1629,11
1630,8
1631,11
1632,11
1633,12
1634,7
1635,14
1636,12
1637,13
1638,10
1639,13
1640,11
1641,12
1642,6
1643,13
1644,11
1645,12
1646,9
1647,10
1648,10
1649,9
1650,5
1651,12
1652,12
1653,11
1654,10
1655,13
1656,11
1657,12
1658,8
1659,13
1660,7
1661,10
1662,9
1663,12
1664,8
1665,11
1666,4
1667,13
1668,11
1669,12
1670,9
1671,12
1672,10
1673,9
1674,7
1675,10
1676,10
1677,11
1678,6
1679,9
1680,9
1681,10
1682,1
1683,14
1684,12
1685,8
1686,7
1687,13
1688,11
1689,12
1690,8
1691,10
1692,11
1693,12
1694,6
1695,12
1696,10
1697,7
1698,6
1699,13
1700,8
1701,12
1702,9
1703,12
1704,10
1705,11
1706,7
1707,12
1708,10
1709,11
1710,8
1711,11
1712,9
1713,10
1714,4
1715,13
1716,11
1717,12
1718,9
1719,12
1720,10
1721,11
1722,7
1723,12
1724,10
1725,11
1726,8
1727,11
1728,9
1729,10
1730,5
1731,12
1732,10
1733,11
1734,8
1735,11
1736,9
1737,10
1738,6
1739,11
1740,9
1741,10
1742,7
1743,10
1744,8
1745,9
1746,0
1747,12
1748,10
1749,13
1750,10
1751,13
1752,11
1753,12
1754,6
1755,13
1756,10
1757,12
1758,9
1759,11
1760,10
1761,11
1762,5
1763,13
1764,9
1765,11
1766,9
1767,12
1768,8
1769,10
1770,6
1771,7
1772,10
1773,11
1774,6
1775,10
1776,8
1777,10
1778,3
1779,10
1780,11
1781,12
1782,8
1783,11
1784,9
1785,11
1786,6
1787,11
1788,10
1789,10
1790,7
1791,10
1792,9
1793,10
1794,2
1795,12
1796,9
1797,11
1798,8
1799,11
1800,9
1801,10
1802,5
1803,11
1804,8
1805,9
1806,7
1807,10
1808,8
1809,8
1810,1
1811,13
1812,9
1813,10
1814,9
1815,12
1816,7
1817,8
1818,7
1819,12
1820,10
1821,11
1822,8
1823,11
1824,9
1825,10
1826,5
1827,12
1828,10
1829,9
1830,6
1831,9
1832,9
1833,10
1834,6
1835,11
1836,9
1837,10
1838,5
1839,8
1840,6
1841,9
1842,3
1843,12
1844,6
1845,11
1846,8
1847,11
1848,9
1849,7
1850,6
1851,11
1852,4
1853,10
1854,7
1855,10
1856,8
1857,9
1858,1
1859,11
1860,9
1861,10
1862,7
1863,10
1864,8
1865,9
1866,5
1867,10
1868,8
1869,9
1870,6
1871,9
1872,7
1873,8
1874,0
1875,10
1876,10
1877,11
1878,5
1879,11
1880,9
1881,8
1882,6
1883,11
1884,9
1885,10
1886,7
1887,10
1888,7
1889,9
1890,3
1891,7
1892,8
1893,10
1894,7
1895,10
1896,8
1897,9
1898,4
1899,10
1900,8
1901,9
1902,5
1903,8
1904,7
1905,7
1906,2
1907,11
1908,9
1909,8
1910,3
1911,10
1912,6
1913,6
1914,2
1915,10
1916,6
1917,9
1918,6
1919,9
1920,7
1921,8
1922,3
1923,6
1924,8
1925,9
1926,6
1927,9
1928,7
1929,8
1930,4
1931,9
1932,7
1933,8
1934,5
1935,8
1936,6
1937,7
1938,0
1939,9
1940,8
1941,8
1942,6
1943,9
1944,6
1945,8
1946,3
1947,9
1948,7
1949,8
1950,5
1951,8
1952,6
1953,6
1954,1
1955,9
1956,5
1957,8
1958,5
1959,6
1960,6
1961,7
1962,3
1963,8
1964,6
1965,7
1966,1
1967,7
1968,5
1969,6
1970,0
1971,8
1972,5
1973,7
1974,3
1975,7
1976,5
1977,6
1978,1
1979,7
1980,5
1981,4
1982,3
1983,6
1984,4
1985,5
1986,0
1987,6
1988,4
1989,5
1990,2
1991,5
1992,1
1993,4
1994,0
1995,2
1996,1
1997,3
1998,0
1999,1
2000,0
2001,0
