Operation,Comparisons
419,0
420,2
421,0
422,1
423,0
424,3
425,0
426,1
427,0
428,2
429,0
430,1
431,0
432,4
433,0
434,1
435,0
436,2
437,0
438,1
439,0
440,3
441,0
442,1
443,0
444,2
445,0
446,1
447,0
448,6
449,0
450,1
451,0
452,2
453,0
454,1
455,0
456,3
457,0
458,1
459,0
460,2
461,0
462,1
463,0
464,4
465,0
466,1
467,0
468,2
469,0
470,1
471,0
472,3
473,0
474,1
475,0
476,2
477,0
478,1
479,0
480,5
481,0
482,1
483,0
484,2
485,0
486,1
487,0
488,3
489,0
490,1
491,0
492,2
493,0
494,1
495,0
496,4
497,0
498,1
499,0
500,2
501,0
502,1
503,0
504,2
505,0
506,1
507,0
508,3
509,0
510,1
511,0
512,2
513,0
514,1
515,0
516,4
517,0
518,1
519,0
520,2
521,0
522,1
523,0
524,3
525,0
526,1
527,0
528,2
529,0
530,1
531,0
532,5
533,0
534,1
535,0
536,2
537,0
538,1
539,0
540,3
541,0
542,1
543,0
544,2
545,0
546,1
547,0
548,4
549,0
550,1
551,0
552,2
553,0
554,1
555,0
556,3
557,0
558,1
559,0
560,2
561,0
562,1
563,0
564,6
565,0
566,1
567,0
568,2
569,0
570,1
571,0
572,3
573,0
574,1
575,0
576,2
577,0
578,1
579,0
580,4
581,0
582,1
583,0
584,2
585,0
586,1
587,0
588,3
589,0
590,1
591,0
592,2
593,0
594,1
595,0
596,5
597,0
598,1
599,0
600,2
601,0
602,1
603,0
604,3
605,0
606,1
607,0
608,2
609,0
610,1
611,0
612,4
613,0
614,1
615,0
616,2
617,0
618,1
619,0
620,3
621,0
622,1
623,0
624,2
625,0
626,1
627,0
628,7
629,0
630,1
631,0
632,2
633,0
634,1
635,0
636,3
637,0
638,1
639,0
640,2
641,0
642,1
643,0
644,4
645,0
646,1
647,0
648,2
649,0
650,1
651,0
652,3
653,0
654,1
655,0
656,2
657,0
658,1
659,0
660,5
661,0
662,1
663,0
664,2
665,0
666,1
667,0
668,3
669,0
670,1
671,0
672,2
673,0
674,1
675,0
676,4
677,0
678,1
679,0
680,2
681,0
682,1
683,0
684,3
685,0
686,1
687,0
688,2
689,0
690,1
691,0
692,6
693,0
694,1
695,0
696,2
697,0
698,1
699,0
700,3
701,0
702,1
703,0
704,2
705,0
706,1
707,0
708,4
709,0
710,1
711,0
712,2
713,0
714,1
715,0
716,3
717,0
718,1
719,0
720,2
721,0
722,1
723,0
724,5
725,0
726,1
727,0
728,2
729,0
730,1
731,0
732,3
733,0
734,1
735,0
736,2
737,0
738,1
739,0
740,4
741,0
742,1
743,0
744,2
745,0
746,1
747,0
748,3
749,0
750,1
751,0
752,2
753,0
754,1
755,0
756,8
757,0
758,1
759,0
760,2
761,0
762,1
763,0
764,3
765,0
766,1
767,0
768,2
769,0
770,1
771,0
772,4
773,0
774,1
775,0
776,2
777,0
778,1
779,0
780,3
781,0
782,1
783,0
784,2
785,0
786,1
787,0
788,5
789,0
790,1
791,0
792,2
793,0
794,1
795,0
796,3
797,0
798,1
799,0
800,2
801,0
802,1
803,0
804,4
805,0
806,1
807,0
808,2
809,0
810,1
811,0
812,3
813,0
814,1
815,0
816,2
817,0
818,1
819,0
820,6
821,0
822,1
823,0
824,2
825,0
826,1
827,0
828,3
829,0
830,1
831,0
832,2
833,0
834,1
835,0
836,4
837,0
838,1
839,0
840,2
841,0
842,1
843,0
844,3
845,0
846,1
847,0
848,2
849,0
850,1
851,0
852,5
853,0
854,1
855,0
856,2
857,0
858,1
859,0
860,3
861,0
862,1
863,0
864,2
865,0
866,1
867,0
868,4
869,0
870,1
871,0
872,2
873,0
874,1
875,0
876,3
877,0
878,1
879,0
880,2
881,0
882,1
883,0
884,7
885,0
886,1
887,0
888,2
889,0
890,1
891,0
892,3
893,0
894,1
895,0
896,2
897,0
898,1
899,0
900,4
901,0
902,1
903,0
904,2
905,0
906,1
907,0
908,3
909,0
910,1
911,0
912,2
913,0
914,1
915,0
916,5
917,0
918,1
919,0
920,2
921,0
922,1
923,0
924,3
925,0
926,1
927,0
928,2
929,0
930,1
931,0
932,4
933,0
934,1
935,0
936,2
937,0
938,1
939,0
940,3
941,0
942,1
943,0
944,2
945,0
946,1
947,0
948,6
949,0
950,1
951,0
952,2
953,0
954,1
955,0
956,3
957,0
958,1
959,0
960,2
961,0
962,1
963,0
964,4
965,0
966,1
967,0
968,2
969,0
970,1
971,0
972,3
973,0
974,1
975,0
976,2
977,0
978,1
979,0
980,5
981,0
982,1
983,0
984,2
985,0
986,1
987,0
988,3
989,0
990,1
991,0
992,2
993,0
994,1
995,0
996,4
997,0
998,1
999,0
1000,2
1001,6
1002,11
1003,15
1004,13
1005,15
1006,12
1007,14
1008,13
1009,14
1010,8
1011,16
1012,14
1013,16
1014,13
1015,16
1016,14
1017,15
1018,11
1019,16
1020,13
1021,15
1022,11
1023,15
1024,13
1025,14
1026,9
1027,16
1028,14
1029,13
1030,12
1031,15
1032,13
1033,14
1034,9
1035,13
1036,13
1037,13
1038,10
1039,13
1040,11
1041,13
1042,6
1043,16
1044,15
1045,10
1046,12
1047,14
1048,14
1049,15
1050,11
1051,16
1052,13
1053,15
1054,12
1055,15
1056,13
1057,9
1058,7
1059,14
1060,14
1061,13
1062,12
1063,15
1064,12
1065,14
1066,10
1067,15
1068,13
1069,14
1070,11
1071,14
1072,12
1073,12
1074,7
1075,16
1076,12
1077,15
1078,12
1079,15
1080,13
1081,14
1082,9
1083,13
1084,12
1085,13
1086,11
1087,14
1088,11
1089,12
1090,7
1091,15
1092,12
1093,7
1094,9
1095,13
1096,12
1097,12
1098,8
1099,12
1100,11
1101,12
1102,9
1103,13
1104,11
1105,11
1106,2
1107,14
1108,14
1109,16
1110,12
1111,16
1112,13
1113,14
1114,10
1115,11
1116,13
1117,14
1118,12
1119,12
1120,13
1121,13
1122,9
1123,16
1124,11
1125,14
1126,12
1127,14
1128,12
1129,13
1130,10
1131,15
1132,13
1133,13
1134,11
1135,14
1136,12
1137,13
1138,6
1139,16
1140,14
1141,14
1142,12
1143,14
1144,12
1145,14
1146,10
1147,14
1148,12
1149,14
1150,11
1151,13
1152,12
1153,13
1154,7
1155,15
1156,12
1157,14
1158,8
1159,14
1160,11
1161,12
1162,9
1163,13
1164,11
1165,12
1166,9
1167,12
1168,11
1169,12
1170,5
1171,16
1172,14
1173,15
1174,11
1175,14
1176,13
1177,14
1178,9
1179,14
1180,12
1181,14
1182,11
1183,14
1184,12
1185,12
1186,8
1187,14
1188,13
1189,14
1190,11
1191,14
1192,11
1193,12
1194,9
1195,14
1196,12
1197,12
1198,10
1199,13
1200,11
1201,12
1202,6
1203,15
1204,13
1205,13
1206,11
1207,13
1208,12
1209,13
1210,9
1211,14
1212,12
1213,13
1214,10
1215,13
1216,11
1217,12
1218,7
1219,13
1220,12
1221,6
1222,10
1223,13
1224,10
1225,11
1226,8
1227,13
1228,3
1229,12
1230,9
1231,12
1232,9
1233,11
1234,2
1235,17
1236,15
1237,16
1238,11
1239,16
1240,12
1241,13
1242,11
1243,16
1244,11
1245,13
1246,8
1247,15
1248,13
1249,12
1250,9
1251,14
1252,14
1253,15
1254,12
1255,15
1256,13
1257,12
1258,10
1259,15
1260,11
1261,10
1262,11
1263,12
1264,12
1265,13
1266,7
1267,16
1268,14
1269,15
1270,12
1271,15
1272,13
1273,14
1274,10
1275,15
1276,13
1277,14
1278,11
1279,14
1280,10
1281,13
1282,8
1283,15
1284,10
1285,14
1286,5
1287,14
1288,12
1289,13
1290,9
1291,14
1292,12
1293,10
1294,10
1295,10
1296,11
1297,10
1298,5
1299,16
1300,14
1301,13
1302,12
1303,15
1304,9
1305,10
1306,5
1307,15
1308,11
1309,14
1310,9
1311,12
1312,12
1313,13
1314,8
1315,15
1316,13
1317,14
1318,11
1319,12
1320,12
1321,13
1322,9
1323,12
1324,10
1325,13
1326,10
1327,13
1328,11
1329,10
1330,6
1331,13
1332,13
1333,14
1334,11
1335,14
1336,12
1337,13
1338,9
1339,12
1340,12
1341,11
1342,8
1343,13
1344,9
1345,12
1346,5
1347,14
1348,12
1349,11
1350,10
1351,13
1352,11
1353,12
1354,8
1355,13
1356,11
1357,12
1358,9
1359,12
1360,10
1361,11
1362,1
1363,16
1364,14
1365,15
1366,7
1367,15
1368,13
1369,14
1370,10
1371,15
1372,13
1373,11
1374,11
1375,14
1376,12
1377,13
1378,8
1379,15
1380,13
1381,14
1382,11
1383,14
1384,9
1385,13
1386,3
1387,14
1388,12
1389,13
1390,10
1391,13
1392,11
1393,12
1394,6
1395,15
1396,13
1397,14
1398,11
1399,14
1400,12
1401,13
1402,9
1403,14
1404,12
1405,13
1406,10
1407,13
1408,11
1409,12
1410,7
1411,14
1412,12
1413,13
1414,7
1415,13
1416,11
1417,12
1418,8
1419,13
1420,11
1421,12
1422,9
1423,12
1424,10
1425,11
1426,4
1427,15
1428,13
1429,14
1430,11
1431,14
1432,12
1433,13
1434,9
1435,14
1436,12
1437,13
1438,10
1439,13
1440,11
1441,12
1442,7
1443,14
1444,12
1445,13
1446,10
1447,13
1448,7
1449,12
1450,8
1451,13
1452,7
1453,12
1454,9
1455,12
1456,10
1457,11
1458,5
1459,14
1460,12
1461,13
1462,10
1463,13
1464,11
1465,12
1466,8
1467,13
1468,11
1469,12
1470,9
1471,12
1472,10
1473,11
1474,6
1475,13
1476,11
1477,12
1478,9
1479,12
1480,10
1481,11
1482,7
1483,12
1484,10
1485,11
1486,8
1487,11
1488,9
1489,10
1490,0
1491,15
1492,12
1493,15
1494,10
1495,15
1496,9
1497,13
1498,10
1499,13
1500,11
1501,10
1502,8
1503,14
1504,12
1505,13
1506,8
1507,15
1508,13
1509,14
1510,11
1511,14
1512,12
1513,12
1514,9
1515,13
1516,11
1517,13
1518,9
1519,11
1520,11
1521,10
1522,6
1523,15
1524,13
1525,12
1526,11
1527,13
1528,11
1529,11
1530,8
1531,10
1532,11
1533,11
1534,9
1535,11
1536,9
1537,12
1538,6
1539,14
1540,12
1541,12
1542,10
1543,12
1544,9
1545,12
1546,7
1547,13
1548,11
1549,12
1550,7
1551,12
1552,9
1553,11
1554,3
1555,15
1556,13
1557,13
1558,11
1559,14
1560,12
1561,13
1562,9
1563,14
1564,12
1565,12
1566,10
1567,12
1568,11
1569,12
1570,6
1571,14
1572,12
1573,13
1574,9
1575,12
1576,11
1577,9
1578,8
1579,13
1580,11
1581,12
1582,8
1583,12
1584,9
1585,10
1586,5
1587,14
1588,11
1589,13
1590,10
1591,13
1592,11
1593,11
1594,7
1595,13
1596,5
1597,12
1598,8
1599,12
1600,10
1601,11
1602,5
1603,12
1604,10
1605,12
1606,9
1607,12
1608,10
1609,11
1610,6
1611,12
1612,10
1613,11
1614,8
1615,11
1616,9
1617,10
1618,1
1619,13
1620,13
1621,11
1622,9
1623,14
1624,12
1625,13
1626,9
1627,14
1628,12
1629,11
1630,8
1631,10
1632,11
1633,12
1634,7
1635,14
1636,12
1637,8
1638,10
1639,13
1640,11
1641,12
1642,6
1643,10
1644,11
1645,12
1646,9
1647,12
1648,8
1649,9
1650,2
1651,14
1652,12
1653,13
1654,10
1655,13
1656,11
1657,12
1658,8
1659,13
1660,11
1661,12
1662,9
1663,10
1664,10
1665,11
1666,6
1667,5
1668,11
1669,12
1670,9
1671,12
1672,10
1673,9
1674,5
1675,12
1676,10
1677,11
1678,8
1679,11
1680,9
1681,8
1682,1
1683,14
1684,8
1685,10
1686,10
1687,9
1688,11
1689,12
1690,8
1691,13
1692,11
1693,12
1694,9
1695,8
1696,10
1697,11
1698,6
1699,13
1700,11
1701,12
1702,9
1703,12
1704,10
1705,11
1706,7
1707,9
1708,10
1709,11
1710,8
1711,11
1712,9
1713,10
1714,4
1715,13
1716,11
1717,7
1718,9
1719,12
1720,6
1721,11
1722,7
1723,12
1724,10
1725,11
1726,4
1727,11
1728,9
1729,10
1730,5
1731,12
1732,10
1733,11
1734,8
1735,11
1736,9
1737,10
1738,6
1739,11
1740,9
1741,10
1742,7
1743,10
1744,8
1745,9
1746,0
1747,14
1748,11
1749,13
1750,10
1751,10
1752,10
1753,11
1754,7
1755,12
1756,11
1757,12
1758,7
1759,12
1760,10
1761,11
1762,6
1763,12
1764,10
1765,11
1766,5
1767,11
1768,10
1769,11
1770,7
1771,12
1772,10
1773,11
1774,8
1775,9
1776,9
1777,10
1778,2
1779,13
1780,10
1781,12
1782,9
1783,11
1784,9
1785,10
1786,4
1787,12
1788,10
1789,11
1790,8
1791,8
1792,9
1793,9
1794,5
1795,12
1796,9
1797,11
1798,8
1799,11
1800,9
1801,10
1802,6
1803,11
1804,9
1805,10
1806,7
1807,10
1808,8
1809,9
1810,2
1811,13
1812,11
1813,9
1814,9
1815,9
1816,10
1817,8
1818,7
1819,12
1820,8
1821,11
1822,8
1823,11
1824,7
1825,10
1826,3
1827,12
1828,8
1829,11
1830,6
1831,11
1832,9
1833,10
1834,6
1835,11
1836,9
1837,10
1838,7
1839,8
1840,6
1841,9
1842,3
1843,12
1844,5
1845,11
1846,8
1847,11
1848,9
1849,10
1850,6
1851,11
1852,9
1853,10
1854,7
1855,10
1856,8
1857,9
1858,4
1859,11
1860,5
1861,10
1862,7
1863,10
1864,8
1865,9
1866,5
1867,10
1868,8
1869,9
1870,6
1871,9
1872,7
1873,8
1874,0
1875,10
1876,8
1877,11
1878,6
1879,11
1880,9
1881,8
1882,6
1883,11
1884,9
1885,10
1886,7
1887,8
1888,6
1889,9
1890,2
1891,11
1892,8
1893,10
1894,7
1895,9
1896,8
1897,9
1898,5
1899,9
1900,8
1901,9
1902,6
1903,9
1904,7
1905,8
1906,2
1907,9
1908,9
1909,10
1910,7
1911,10
1912,3
1913,6
1914,5
1915,10
1916,8
1917,7
1918,6
1919,7
1920,7
1921,8
1922,3
1923,7
1924,8
1925,9
1926,6
1927,9
1928,7
1929,8
1930,4
1931,5
1932,7
1933,8
1934,5
1935,8
1936,6
1937,7
1938,0
1939,10
1940,6
1941,9
1942,5
1943,8
1944,6
1945,7
1946,4
1947,9
1948,7
1949,8
1950,5
1951,8
1952,6
1953,7
1954,1
1955,9
1956,7
1957,8
1958,5
1959,8
1960,6
1961,7
1962,1
1963,8
1964,6
1965,7
1966,4
1967,7
1968,5
1969,6
1970,0
1971,5
1972,6
1973,6
1974,3
1975,7
1976,4
1977,6
1978,1
1979,5
1980,5
1981,6
1982,1
1983,6
1984,1
1985,5
1986,0
1987,6
1988,4
1989,2
1990,1
1991,5
1992,3
1993,4
1994,0
1995,4
1996,1
1997,3
1998,0
1999,2
2000,0
2001,0
